Reporter Name,Partner Name,Export (US$ Thousand)
Czech Republic,New Caledonia,0
Czech Republic,Nigeria,106.28
Czech Republic,Netherlands,6248.32
Czech Republic,Norway,1236.1
Czech Republic,"Other Asia, nes",58.26
Czech Republic,Pakistan,0.66
Czech Republic,Panama,0
Czech Republic,Peru,46.58
Czech Republic,Philippines,0.06
Czech Republic,Papua New Guinea,0
Czech Republic,Poland,81817.46
Czech Republic,Portugal,155.73
Czech Republic,Occ.Pal.Terr,0
Czech Republic,Qatar,3.1
Czech Republic,Romania,2726.86
Czech Republic,Russian Federation,663.07
Czech Republic,Rwanda,0
Czech Republic,Saudi Arabia,9.65
Czech Republic,Senegal,5.18
Czech Republic,"Serbia, FR(Serbia/Montenegro)",416.47
Czech Republic,Singapore,134.11
Czech Republic,Sudan,0
Czech Republic,Slovak Republic,60322.42
Czech Republic,Slovenia,2931.07
Czech Republic,Sweden,2741.53
Czech Republic,Thailand,185.07
Czech Republic,Trinidad and Tobago,0
Czech Republic,Tunisia,19.88
Czech Republic,Turkey,1113.38
Czech Republic,Tanzania,0
Czech Republic,Uganda,0
Czech Republic,Ukraine,3053.46
Czech Republic,United States,2075.17
Czech Republic,Vietnam,92.6
Denmark,Albania,0
Denmark,United Arab Emirates,281.73
Denmark,Argentina,0
Denmark,Armenia,0.13
Denmark,Australia,216.53
Denmark,Austria,285.24
Denmark,Belgium,960.94
Denmark,Bulgaria,11.53
Denmark,Bahrain,0
Denmark,Bosnia and Herzegovina,0
Denmark,Belarus,0
Denmark,Brazil,24.87
Denmark,Canada,216.87
Denmark,Switzerland,164.8
Denmark,Chile,77.91
Denmark,China,235.51
Denmark,Cameroon,0
Denmark,Colombia,7.37
Denmark,Czech Republic,341.02
Denmark,Germany,27423.68
Denmark,"Egypt, Arab Rep.",0
Denmark,Spain,144.57
Denmark,Estonia,365.8
Denmark,Finland,5048.39
Denmark,France,382.96
Denmark,Faeroe Islands,1604.03
Denmark,United Kingdom,5612.25
Denmark,Ghana,121.69
Denmark,Greece,13.5
Denmark,Greenland,246.56
Denmark,Guyana,0
Denmark,"Hong Kong, China",24.36
Denmark,Croatia,2.14
Denmark,Hungary,565.42
Denmark,Indonesia,41.6
Denmark,India,219.97
Denmark,Ireland,7.68
Denmark,"Iran, Islamic Rep.",0
Denmark,Iceland,623.02
Denmark,Israel,6.58
Denmark,Italy,156.32
Denmark,Jordan,3.7
Denmark,Japan,87.09
Denmark,Cambodia,0
Denmark,"Korea, Rep.",0.38
Denmark,Lithuania,464.2
Denmark,Luxembourg,21
Denmark,Latvia,990.72
Denmark,Morocco,41.72
Denmark,Moldova,5.59
Denmark,Madagascar,0
Denmark,Mexico,50.33
Denmark,North Macedonia,23.57
Denmark,Myanmar,0
Denmark,Mauritius,0
Denmark,Malaysia,70.18
Denmark,Nicaragua,0
Denmark,Netherlands,1963.93
Denmark,Norway,11786.9
Denmark,New Zealand,3.65
Denmark,"Other Asia, nes",7.92
Denmark,Pakistan,17.99
Denmark,Peru,0.31
Denmark,Philippines,2.93
Denmark,Poland,525.43
Denmark,Portugal,484.54
Denmark,Qatar,0.23
Denmark,Romania,42.9
Denmark,Russian Federation,0
Denmark,Saudi Arabia,0.12
Denmark,"Serbia, FR(Serbia/Montenegro)",3.73
Denmark,Singapore,1.79
Denmark,Slovak Republic,48.31
Denmark,Slovenia,89.06
Denmark,Sweden,45043.24
Denmark,Thailand,313.45
Denmark,Trinidad and Tobago,0.68
Denmark,Tunisia,0
Denmark,Turkey,136.24
Denmark,Tanzania,0
Denmark,Ukraine,75.72
Denmark,United States,1426.24
Denmark,Holy See,0
Denmark,Vietnam,15.43
Djibouti,United Arab Emirates,0
Djibouti,Belgium,0
Djibouti,Bahrain,0
Djibouti,China,0
Djibouti,"Egypt, Arab Rep.",0
Djibouti,Ethiopia(excludes Eritrea),5558.18
Djibouti,France,0
Djibouti,United Kingdom,0
Djibouti,India,0.34
Djibouti,Netherlands,0
Djibouti,Oman,0
Djibouti,Pakistan,0.17
Djibouti,Saudi Arabia,0
Djibouti,Turkey,0
Djibouti,United States,0
Dominica,Antigua and Barbuda,91.84
Dominica,Barbados,6.23
Dominica,Canada,0
Dominica,China,0
Dominica,Colombia,0
Dominica,Curaçao,0
Dominica,France,29.63
Dominica,United Kingdom,0
Dominica,Jamaica,0
Dominica,St. Lucia,0
Dominica,Panama,0
Dominica,Trinidad and Tobago,0
Dominica,Turkey,0
Dominica,United States,0.02
Dominican Republic,Argentina,0
Dominican Republic,Australia,0
Dominican Republic,Austria,0
Dominican Republic,Belgium,0.01
Dominican Republic,Bolivia,0
Dominican Republic,Brazil,0
Dominican Republic,Barbados,51.45
Dominican Republic,Canada,3.54
Dominican Republic,Switzerland,0
Dominican Republic,China,55790.76
Dominican Republic,Cote d'Ivoire,0
Dominican Republic,Colombia,775.87
Dominican Republic,Costa Rica,78.67
Dominican Republic,Czech Republic,0
Dominican Republic,Germany,0.5
Dominican Republic,Denmark,0
Dominican Republic,Algeria,0
Dominican Republic,"Egypt, Arab Rep.",0
Dominican Republic,Spain,0.2
Dominican Republic,France,42.13
Dominican Republic,United Kingdom,0.13
Dominican Republic,Guatemala,0
Dominican Republic,Guyana,4753.23
Dominican Republic,India,54.48
Dominican Republic,Israel,0
Dominican Republic,Italy,2.4
Dominican Republic,Japan,0
Dominican Republic,"Korea, Rep.",0
Dominican Republic,Mexico,0.39
Dominican Republic,Netherlands,135.07
Dominican Republic,Pakistan,0
Dominican Republic,Panama,568.43
Dominican Republic,Peru,2.25
Dominican Republic,Portugal,0
Dominican Republic,Thailand,0
Dominican Republic,Tunisia,0
Dominican Republic,Turkey,0
Dominican Republic,United States,13241.8
Dominican Republic,Venezuela,175.81
Dominican Republic,Vietnam,0
East Timor,Australia,0.06
East Timor,Brazil,0
East Timor,China,0
East Timor,"Egypt, Arab Rep.",0
East Timor,Spain,0
East Timor,"Hong Kong, China",0
East Timor,Indonesia,0
East Timor,India,0
East Timor,Japan,0
East Timor,"Korea, Rep.",0
East Timor,Malaysia,0
East Timor,Philippines,0
East Timor,Portugal,0
East Timor,Singapore,0
East Timor,United States,0
East Timor,Vietnam,0
Ecuador,Argentina,55.03
Ecuador,Australia,0.39
Ecuador,Austria,0
Ecuador,Belgium,248.6
Ecuador,Bulgaria,58886.58
Ecuador,Bolivia,0
Ecuador,Brazil,76.23
Ecuador,Barbados,0
Ecuador,Canada,126014.28
Ecuador,Switzerland,0.22
Ecuador,Chile,8797.93
Ecuador,China,1416672.06
Ecuador,Colombia,5401.11
Ecuador,Costa Rica,0.1
Ecuador,Czech Republic,0
Ecuador,Germany,62382.23
Ecuador,Denmark,0
Ecuador,"Egypt, Arab Rep.",0
Ecuador,Spain,1094.73
Ecuador,France,0
Ecuador,United Kingdom,0.02
Ecuador,Georgia,0
Ecuador,Greece,0
Ecuador,Guatemala,0
Ecuador,Guyana,0
Ecuador,"Hong Kong, China",0
Ecuador,Honduras,55.44
Ecuador,India,120.23
Ecuador,Israel,0
Ecuador,Italy,223.9
Ecuador,Japan,1265.15
Ecuador,"Korea, Rep.",0
Ecuador,Latvia,0
Ecuador,Mexico,15529.88
Ecuador,Malaysia,6522.65
Ecuador,Netherlands,0
Ecuador,Norway,0
Ecuador,New Zealand,0
Ecuador,"Other Asia, nes",73571.77
Ecuador,Oman,0
Ecuador,Pakistan,0
Ecuador,Panama,33.39
Ecuador,Peru,84751.81
Ecuador,Portugal,0
Ecuador,Russian Federation,0
Ecuador,Saudi Arabia,0
Ecuador,Slovenia,0
Ecuador,Thailand,0
Ecuador,Tunisia,0
Ecuador,Turkey,0
Ecuador,Ukraine,0
Ecuador,Uruguay,0
Ecuador,United States,687.93
"Egypt, Arab Rep.",Albania,1141.29
"Egypt, Arab Rep.",United Arab Emirates,3893.95
"Egypt, Arab Rep.",Argentina,91.26
"Egypt, Arab Rep.",Australia,2415
"Egypt, Arab Rep.",Austria,472.61
"Egypt, Arab Rep.",Belgium,3382.2
"Egypt, Arab Rep.",Bulgaria,11586.63
"Egypt, Arab Rep.",Bahrain,97.27
"Egypt, Arab Rep.",Brazil,16687.96
"Egypt, Arab Rep.",Bunkers,10.88
"Egypt, Arab Rep.",Canada,3776.17
"Egypt, Arab Rep.",Switzerland,0
"Egypt, Arab Rep.",China,5310.64
"Egypt, Arab Rep.",Colombia,163.3
"Egypt, Arab Rep.",Cyprus,2755.11
"Egypt, Arab Rep.",Czech Republic,135.43
"Egypt, Arab Rep.",Germany,2027.65
"Egypt, Arab Rep.",Denmark,876.21
"Egypt, Arab Rep.",Spain,22035.68
"Egypt, Arab Rep.",Finland,795.7
"Egypt, Arab Rep.",France,3068.22
"Egypt, Arab Rep.",United Kingdom,13262.96
"Egypt, Arab Rep.",Georgia,72.09
"Egypt, Arab Rep.",Greece,4533.76
"Egypt, Arab Rep.",Croatia,1083.33
"Egypt, Arab Rep.",Hungary,114.58
"Egypt, Arab Rep.",Indonesia,34345.62
"Egypt, Arab Rep.",India,92023.2
"Egypt, Arab Rep.",Iraq,160.21
"Egypt, Arab Rep.",Israel,1926.84
"Egypt, Arab Rep.",Italy,15574.96
"Egypt, Arab Rep.",Jordan,3334.2
"Egypt, Arab Rep.",Japan,2293.17
"Egypt, Arab Rep.",Kazakhstan,0
"Egypt, Arab Rep.",Kenya,7935.01
"Egypt, Arab Rep.",Cambodia,28.91
"Egypt, Arab Rep.","Korea, Rep.",2891.93
"Egypt, Arab Rep.",Kuwait,723.21
"Egypt, Arab Rep.",Lebanon,22553.3
"Egypt, Arab Rep.",Libya,58219.49
"Egypt, Arab Rep.",Sri Lanka,8.31
"Egypt, Arab Rep.",Morocco,4260.37
"Egypt, Arab Rep.",Mexico,0
"Egypt, Arab Rep.",North Macedonia,13.15
"Egypt, Arab Rep.",Mozambique,6198.92
"Egypt, Arab Rep.",Malaysia,20228.1
"Egypt, Arab Rep.",Netherlands,15416.44
"Egypt, Arab Rep.",Norway,3506.68
"Egypt, Arab Rep.","Other Asia, nes",141.74
"Egypt, Arab Rep.",Oman,133.45
"Egypt, Arab Rep.",Pakistan,2603.95
"Egypt, Arab Rep.",Poland,16251.67
"Egypt, Arab Rep.",Portugal,44.21
"Egypt, Arab Rep.",Romania,14093.17
"Egypt, Arab Rep.",Russian Federation,4298.58
"Egypt, Arab Rep.",Saudi Arabia,6654.77
"Egypt, Arab Rep.",Sierra Leone,5546.25
"Egypt, Arab Rep.",Sudan,51842.75
"Egypt, Arab Rep.",Slovenia,957.02
"Egypt, Arab Rep.",Sweden,300.35
"Egypt, Arab Rep.",Syrian Arab Republic,584.61
"Egypt, Arab Rep.",Turkmenistan,0
"Egypt, Arab Rep.",Tunisia,891.62
"Egypt, Arab Rep.",Turkey,36419.08
"Egypt, Arab Rep.",Uganda,20125.64
"Egypt, Arab Rep.",Ukraine,1040.31
"Egypt, Arab Rep.",United States,40555.74
"Egypt, Arab Rep.",Uzbekistan,0
"Egypt, Arab Rep.",Vietnam,17221.44
El Salvador,Andorra,0
El Salvador,Argentina,0
El Salvador,Belgium,0
El Salvador,Bulgaria,0
El Salvador,Bosnia and Herzegovina,0
El Salvador,Bolivia,0
El Salvador,Brazil,0
El Salvador,Barbados,0
El Salvador,Canada,0
El Salvador,Switzerland,0
El Salvador,Chile,0
El Salvador,China,0
El Salvador,Colombia,0.03
El Salvador,Costa Rica,22.3
El Salvador,Czech Republic,0
El Salvador,Germany,0
El Salvador,Dominican Republic,0
El Salvador,Algeria,0
El Salvador,"Egypt, Arab Rep.",0
El Salvador,Spain,278.26
El Salvador,France,0
El Salvador,Guatemala,631.87
El Salvador,Honduras,878.24
El Salvador,India,0
El Salvador,Israel,0
El Salvador,Italy,0
El Salvador,Japan,0
El Salvador,Mexico,1.85
El Salvador,Nicaragua,8317.76
El Salvador,Netherlands,0.38
El Salvador,Norway,0
El Salvador,Pakistan,0
El Salvador,Panama,12
El Salvador,Peru,0
El Salvador,Russian Federation,0
El Salvador,Senegal,0
El Salvador,Sweden,0
El Salvador,Turkey,0
El Salvador,United States,2342.07
El Salvador,Vietnam,0
Estonia,Australia,0
Estonia,Austria,1.61
Estonia,Azerbaijan,0
Estonia,Belgium,3.13
Estonia,Bulgaria,0
Estonia,Belarus,303.81
Estonia,Bolivia,0.05
Estonia,Canada,0.09
Estonia,Switzerland,18.59
Estonia,Chile,0
Estonia,China,1.84
Estonia,"Congo, Rep.",0
Estonia,Cyprus,0
Estonia,Czech Republic,5.1
Estonia,Germany,3532.94
Estonia,Denmark,53.47
Estonia,Algeria,0
Estonia,"Egypt, Arab Rep.",0
Estonia,Eritrea,0
Estonia,Spain,493.17
Estonia,Finland,2406.15
Estonia,France,6.72
Estonia,Gabon,0
Estonia,United Kingdom,16.12
Estonia,Greece,0.04
Estonia,Croatia,3.39
Estonia,Hungary,3.04
Estonia,India,7.03
Estonia,Ireland,1.3
Estonia,"Iran, Islamic Rep.",0
Estonia,Iceland,0
Estonia,Israel,0.61
Estonia,Italy,1218.17
Estonia,Japan,1.66
Estonia,Kazakhstan,3.54
Estonia,Kenya,0
Estonia,Kyrgyz Republic,0
Estonia,"Korea, Rep.",0
Estonia,Sri Lanka,0
Estonia,Lithuania,3361.51
Estonia,Latvia,4365.85
Estonia,Mexico,0
Estonia,North Macedonia,0
Estonia,Netherlands,2757.83
Estonia,Norway,1471.1
Estonia,Pakistan,0
Estonia,Poland,224.45
Estonia,Russian Federation,12168.05
Estonia,Saudi Arabia,0
Estonia,"Serbia, FR(Serbia/Montenegro)",0.94
Estonia,Singapore,0
Estonia,Slovak Republic,0.44
Estonia,Slovenia,0.03
Estonia,Sweden,3787.58
Estonia,Seychelles,0
Estonia,Tunisia,0
Estonia,Turkey,0
Estonia,Ukraine,380.49
Estonia,United States,2.87
Eswatini,Andorra,0
Eswatini,United Arab Emirates,0
Eswatini,Austria,0
Eswatini,China,0
Eswatini,Czech Republic,0
Eswatini,Germany,0
Eswatini,"Egypt, Arab Rep.",0
Eswatini,France,0
Eswatini,United Kingdom,0
Eswatini,India,0
Eswatini,"Iran, Islamic Rep.",0
Eswatini,Mozambique,0.07
Eswatini,Namibia,0
Eswatini,Pakistan,0
Eswatini,"Serbia, FR(Serbia/Montenegro)",0
Eswatini,Turkey,0
Eswatini,United States,0
Mauritius,United Arab Emirates,0.84
Mauritius,Australia,0
Mauritius,Austria,0
Mauritius,Belgium,0.02
Mauritius,Bulgaria,0
Mauritius,Brazil,0
Mauritius,Canada,0
Mauritius,Switzerland,0
Mauritius,Chile,0
Mauritius,China,0.12
Mauritius,Cyprus,0
Mauritius,Germany,2.32
Mauritius,"Egypt, Arab Rep.",0
Mauritius,Spain,372.23
Mauritius,France,150.61
Mauritius,United Kingdom,0
Mauritius,Greece,0
Mauritius,"Hong Kong, China",0
Mauritius,Indonesia,0
Mauritius,India,140.19
Mauritius,Israel,0
Mauritius,Italy,33.26
Mauritius,Japan,0
Mauritius,"Korea, Rep.",0
Mauritius,Lebanon,0.03
Mauritius,Madagascar,18.89
Mauritius,Malaysia,0
Mauritius,Nigeria,0
Mauritius,Netherlands,0
Mauritius,Nepal,0
Mauritius,New Zealand,0
Mauritius,"Other Asia, nes",0
Mauritius,Oman,0
Mauritius,Pakistan,0
Mauritius,Poland,0
Mauritius,Saudi Arabia,0
Mauritius,Singapore,0
Mauritius,Slovak Republic,0
Mauritius,Thailand,0
Mauritius,Tunisia,0
Mauritius,Turkey,0
Mauritius,United States,0
Mauritius,Vietnam,0
Malaysia,United Arab Emirates,20364.2
Malaysia,Argentina,0
Malaysia,Australia,45521.36
Malaysia,Austria,0
Malaysia,Belgium,19.84
Malaysia,Bangladesh,37841.07
Malaysia,Bahrain,0
Malaysia,Bolivia,0
Malaysia,Brazil,3654.56
Malaysia,Brunei,4117.78
Malaysia,Canada,71.37
Malaysia,Switzerland,46140.9
Malaysia,Chile,0
Malaysia,China,1503581.69
Malaysia,Cote d'Ivoire,59.49
Malaysia,"Congo, Rep.",0.49
Malaysia,Colombia,229.46
Malaysia,Costa Rica,0
Malaysia,Cuba,0
Malaysia,Czech Republic,0
Malaysia,Germany,2880.13
Malaysia,Denmark,1.78
Malaysia,Dominican Republic,0
Malaysia,Algeria,0
Malaysia,Ecuador,446.03
Malaysia,"Egypt, Arab Rep.",1.19
Malaysia,Spain,687.7
Malaysia,Finland,0
Malaysia,France,4544.64
Malaysia,Gabon,0
Malaysia,United Kingdom,107.21
Malaysia,Greece,54.73
Malaysia,"Hong Kong, China",2161.74
Malaysia,Croatia,0
Malaysia,Hungary,0
Malaysia,Indonesia,115208.37
Malaysia,India,123980.6
Malaysia,Ireland,0
Malaysia,"Iran, Islamic Rep.",158.86
Malaysia,Italy,999.29
Malaysia,Jordan,0
Malaysia,Japan,79721.57
Malaysia,Kenya,0
Malaysia,"Korea, Rep.",40478.25
Malaysia,Kuwait,0
Malaysia,Lao PDR,1.74
Malaysia,Sri Lanka,1245.83
Malaysia,Lithuania,0
Malaysia,Luxembourg,0
Malaysia,Latvia,0
Malaysia,Morocco,14.98
Malaysia,Madagascar,0
Malaysia,Mexico,1190.54
Malaysia,Myanmar,24636.21
Malaysia,Mozambique,0
Malaysia,Mauritania,1.22
Malaysia,Mauritius,22.8
Malaysia,Namibia,0
Malaysia,Nigeria,0
Malaysia,Nicaragua,0
Malaysia,Netherlands,717.73
Malaysia,Norway,55.07
Malaysia,New Zealand,1120.4
Malaysia,"Other Asia, nes",18200.22
Malaysia,Oman,822.95
Malaysia,Pakistan,1762.72
Malaysia,Panama,0
Malaysia,Peru,18.36
Malaysia,Philippines,15316.06
Malaysia,Papua New Guinea,14988.58
Malaysia,Poland,0
Malaysia,Portugal,0
Malaysia,Paraguay,0
Malaysia,Qatar,32.97
Malaysia,Romania,0
Malaysia,Russian Federation,95.18
Malaysia,Rwanda,0
Malaysia,Saudi Arabia,2812.01
Malaysia,Singapore,194292.69
Malaysia,Sierra Leone,0
Malaysia,Slovenia,0
Malaysia,Sweden,0
Malaysia,Thailand,39213.51
Malaysia,Tajikistan,0
Malaysia,Turkey,6188.84
Malaysia,Tanzania,0
Malaysia,Ukraine,0
Malaysia,United States,5621.78
Malaysia,Vietnam,276411.34
Moldova,Australia,0
Moldova,Austria,0
Moldova,Belgium,0.11
Moldova,Bulgaria,0
Moldova,Bosnia and Herzegovina,0
Moldova,Belarus,325.95
Moldova,Brazil,0
Moldova,Switzerland,0
Moldova,China,0
Moldova,Czech Republic,0
Moldova,Germany,326.26
Moldova,"Egypt, Arab Rep.",0
Moldova,Spain,0
Moldova,Estonia,0
Moldova,Finland,0
Moldova,France,0
Moldova,United Kingdom,0
Moldova,Greece,0
Moldova,Croatia,0
Moldova,Hungary,0
Moldova,India,154
Moldova,Israel,0
Moldova,Italy,0
Moldova,Japan,0
Moldova,Kazakhstan,6.08
Moldova,"Korea, Rep.",0
Moldova,Lebanon,0
Moldova,Netherlands,0
Moldova,Norway,0
Moldova,Pakistan,0
Moldova,Poland,965.77
Moldova,Romania,4438.45
Moldova,Russian Federation,726.8
Moldova,"Serbia, FR(Serbia/Montenegro)",0
Moldova,Sierra Leone,0.01
Moldova,Slovak Republic,0
Moldova,Slovenia,0
Moldova,Thailand,0
Moldova,Turkey,0
Moldova,Ukraine,15451.84
Moldova,United States,5.43
Moldova,Uzbekistan,0
Moldova,Vietnam,0
Morocco,United Arab Emirates,461.76
Morocco,Australia,12607.22
Morocco,Austria,25828.44
Morocco,Belgium,14159.05
Morocco,Benin,1002.7
Morocco,Burkina Faso,0.31
Morocco,Bulgaria,9941.48
Morocco,Bahrain,3.39
Morocco,Brazil,39986.44
Morocco,Canada,3165.03
Morocco,Switzerland,159.44
Morocco,China,134199.62
Morocco,Cote d'Ivoire,12362.67
Morocco,Cameroon,16328.44
Morocco,Czech Republic,72.45
Morocco,Germany,58851.96
Morocco,Denmark,692.71
Morocco,Algeria,179.97
Morocco,"Egypt, Arab Rep.",2032.93
Morocco,Spain,121764.57
Morocco,Finland,30202.67
Morocco,France,17669.42
Morocco,Gabon,4129.95
Morocco,United Kingdom,1202.87
Morocco,Guinea,24902.16
Morocco,Greece,110.37
Morocco,Croatia,5.52
Morocco,India,307549.21
Morocco,Ireland,338.9
Morocco,Israel,788.56
Morocco,Italy,26976.07
Morocco,Japan,7437.46
Morocco,Kazakhstan,0
Morocco,Kenya,53.58
Morocco,"Korea, Rep.",23212.02
Morocco,Kuwait,9.25
Morocco,Lebanon,12746.29
Morocco,Mexico,266719.1
Morocco,North Macedonia,0
Morocco,Mauritania,3533.48
Morocco,Nigeria,1315.09
Morocco,Netherlands,17533.06
Morocco,Norway,112494.78
Morocco,New Zealand,82707.66
Morocco,Pakistan,59430.4
Morocco,Poland,109843.45
Morocco,Portugal,8949.03
Morocco,Qatar,5.93
Morocco,Romania,0.01
Morocco,Russian Federation,1.07
Morocco,Saudi Arabia,10366.32
Morocco,Senegal,4642.11
Morocco,Sierra Leone,1451.11
Morocco,Slovak Republic,0
Morocco,Slovenia,1973.82
Morocco,Sweden,357.94
Morocco,Togo,4166.64
Morocco,Thailand,1579.39
Morocco,Turkmenistan,0
Morocco,Tunisia,3724.11
Morocco,Turkey,100577.41
Morocco,Ukraine,0.83
Morocco,United States,47361.18
Fiji,Australia,12.97
Fiji,China,0.05
Fiji,France,0
Fiji,"Hong Kong, China",3069.6
Fiji,Indonesia,0
Fiji,India,0
Fiji,Japan,0
Fiji,"Korea, Rep.",0
Fiji,Malaysia,0
Fiji,Niue,6.93
Fiji,New Zealand,0.47
Fiji,"Other Asia, nes",0
Fiji,Poland,0
Fiji,Singapore,0.15
Fiji,Solomon Islands,0.05
Fiji,Thailand,0
Fiji,United States,45.31
Fiji,Vietnam,0
Myanmar,United Arab Emirates,0
Myanmar,Australia,0
Myanmar,Belgium,0
Myanmar,Bahrain,0
Myanmar,Bolivia,0
Myanmar,Brazil,0
Myanmar,China,12750.93
Myanmar,"Congo, Rep.",0
Myanmar,Germany,0
Myanmar,Spain,0
Myanmar,France,0
Myanmar,United Kingdom,0
Myanmar,Indonesia,0
Myanmar,India,133.32
Myanmar,Italy,0
Myanmar,Japan,7.1
Myanmar,Kazakhstan,0
Myanmar,"Korea, Rep.",230.1
Myanmar,Malaysia,18.94
Myanmar,Nigeria,0
Myanmar,Netherlands,0
Myanmar,Norway,0
Myanmar,New Zealand,0
Myanmar,"Other Asia, nes",0
Myanmar,Oman,0
Myanmar,Pakistan,0
Myanmar,Rwanda,0
Myanmar,Saudi Arabia,0
Myanmar,Singapore,132.87
Myanmar,Thailand,2274.46
Myanmar,Turkmenistan,0
Myanmar,Turkey,0
Myanmar,Ukraine,0
Myanmar,United States,3.75
Myanmar,Vietnam,17.07
Mongolia,Australia,301.8
Mongolia,Austria,2788.75
Mongolia,Belarus,110.97
Mongolia,Canada,0
Mongolia,China,3723138.37
Mongolia,Germany,0.04
Mongolia,Denmark,0
Mongolia,Spain,0
Mongolia,France,0
Mongolia,United Kingdom,0.01
Mongolia,Croatia,0
Mongolia,Hungary,0
Mongolia,Indonesia,0
Mongolia,India,0
Mongolia,Ireland,0
Mongolia,Italy,0
Mongolia,Japan,8.96
Mongolia,Kazakhstan,0.02
Mongolia,"Korea, Rep.",8912.41
Mongolia,Malaysia,1164.41
Mongolia,Netherlands,0
Mongolia,New Zealand,0
Mongolia,Pakistan,0
Mongolia,Poland,0
Mongolia,Portugal,0
Mongolia,Russian Federation,52972.63
Mongolia,Singapore,178.3
Mongolia,Thailand,0
Mongolia,Turkey,0
Mongolia,United States,526.4
Mexico,Argentina,239.75
Mexico,Australia,556.4
Mexico,Austria,0
Mexico,Belgium,256964.38
Mexico,Bolivia,0
Mexico,Brazil,14545.88
Mexico,Canada,261765.75
Mexico,Switzerland,57499.18
Mexico,Chile,7040.4
Mexico,China,3878747.59
Mexico,Colombia,6261.68
Mexico,Costa Rica,4118.22
Mexico,Czech Republic,0
Mexico,Germany,116577.22
Mexico,Denmark,0
Mexico,Dominican Republic,4777.54
Mexico,Spain,87086.87
Mexico,Finland,0
Mexico,France,0
Mexico,United Kingdom,493.23
Mexico,Greece,0
Mexico,Guatemala,17946.99
Mexico,Guyana,0
Mexico,Indonesia,0
Mexico,India,1037.11
Mexico,Israel,0
Mexico,Italy,41060.2
Mexico,Japan,847247.46
Mexico,"Korea, Rep.",1658303.49
Mexico,Morocco,0
Mexico,Mozambique,0
Mexico,Malaysia,0
Mexico,Netherlands,11546.46
Mexico,"Other Asia, nes",13260.68
Mexico,Pakistan,0
Mexico,Peru,204859.28
Mexico,Poland,92.03
Mexico,Portugal,39.59
Mexico,Slovak Republic,0
Mexico,Sweden,330.23
Mexico,Turkey,5288.81
Mexico,Ukraine,0
Mexico,United States,719250.24
Mauritania,United Arab Emirates,0
Mauritania,Belgium,0.51
Mauritania,Brazil,0
Mauritania,Switzerland,5933.39
Mauritania,China,761849.73
Mauritania,Cote d'Ivoire,0
Mauritania,Cape Verde,0
Mauritania,Algeria,159997.87
Mauritania,"Egypt, Arab Rep.",0
Mauritania,Spain,46237.22
Mauritania,France,43656.29
Mauritania,India,0.03
Mauritania,Italy,175251.44
Mauritania,Morocco,3.3
Mauritania,Mali,962.22
Mauritania,Netherlands,13290.44
Mauritania,Norway,0
Mauritania,New Zealand,0
Mauritania,Pakistan,0
Mauritania,Portugal,0
Mauritania,Saudi Arabia,0
Mauritania,Senegal,1551.16
Mauritania,Tunisia,0
Mauritania,Turkey,13681.28
Mauritania,United States,2.32
Mozambique,Afghanistan,0
Mozambique,Angola,0
Mozambique,United Arab Emirates,39
Mozambique,Australia,0
Mozambique,Azerbaijan,0
Mozambique,Belgium,1480.69
Mozambique,Switzerland,2.01
Mozambique,China,227453.91
Mozambique,Colombia,0
Mozambique,Cyprus,0.11
Mozambique,Germany,1166.65
Mozambique,"Egypt, Arab Rep.",0
Mozambique,Spain,56371.42
Mozambique,Finland,0
Mozambique,France,19127.05
Mozambique,United Kingdom,511.86
Mozambique,Ghana,0
Mozambique,"Hong Kong, China",19208.93
Mozambique,Indonesia,0.38
Mozambique,India,18817.12
Mozambique,Italy,39024.88
Mozambique,Japan,34694.29
Mozambique,Kenya,107.1
Mozambique,"Korea, Rep.",49.23
Mozambique,Mauritius,14.6
Mozambique,Malawi,1586.14
Mozambique,Namibia,0
Mozambique,Netherlands,32279.87
Mozambique,Oman,0
Mozambique,Pakistan,0
Mozambique,Portugal,2.21
Mozambique,Saudi Arabia,24111.48
Mozambique,Singapore,0.13
Mozambique,Thailand,13884.93
Mozambique,Turkey,5696.9
Mozambique,United States,70091.16
Montserrat,Antigua and Barbuda,0
Montserrat,Colombia,0
Montserrat,Curaçao,0
Montserrat,United Kingdom,0
Montserrat,St. Lucia,0
Montserrat,Trinidad and Tobago,0
Montserrat,United States,0
Montenegro,Albania,191.48
Montenegro,United Arab Emirates,0
Montenegro,Austria,0
Montenegro,Belgium,0
Montenegro,Bulgaria,0
Montenegro,Bosnia and Herzegovina,1384.68
Montenegro,Bermuda,0
Montenegro,China,5489.79
Montenegro,Czech Republic,159.79
Montenegro,Germany,2.86
Montenegro,Denmark,0.01
Montenegro,"Egypt, Arab Rep.",0
Montenegro,Spain,396.21
Montenegro,Finland,0
Montenegro,France,0
Montenegro,United Kingdom,0.09
Montenegro,Greece,0
Montenegro,Croatia,87.6
Montenegro,Hungary,0.02
Montenegro,Indonesia,0
Montenegro,India,0.08
Montenegro,Israel,0
Montenegro,Italy,756.67
Montenegro,Japan,0
Montenegro,Luxembourg,1336.78
Montenegro,North Macedonia,11.93
Montenegro,Netherlands,0.05
Montenegro,Pakistan,0
Montenegro,Peru,0
Montenegro,Poland,16187.5
Montenegro,Romania,0
Montenegro,Russian Federation,0
Montenegro,"Serbia, FR(Serbia/Montenegro)",1272.14
